JAR_ID,TOKEN,FULL_URL
zelonade-01,OnKsTnMx88zVlY99Qi6BWg,https://skexotics.com/products/OnKsTnMx88zVlY99Qi6BWg.html
zelonade-02,meo5t2ZBmYni4-yPivP1Ww,https://skexotics.com/products/meo5t2ZBmYni4-yPivP1Ww.html
zelonade-03,2JlEQSBBo1zy_VioCXkYlA,https://skexotics.com/products/2JlEQSBBo1zy_VioCXkYlA.html
zelonade-04,bXULME2L4k7VTGZPhv5Keg,https://skexotics.com/products/bXULME2L4k7VTGZPhv5Keg.html
z-pie-01,xC3XqSl7LIwERlRNqH458A,https://skexotics.com/products/xC3XqSl7LIwERlRNqH458A.html
z-pie-02,RwsPBKGXyS8uHMUJmdVHkQ,https://skexotics.com/products/RwsPBKGXyS8uHMUJmdVHkQ.html
z-pie-03,ftde6_ElOPBRsEvJx6lwQw,https://skexotics.com/products/ftde6_ElOPBRsEvJx6lwQw.html
z-pie-04,8VsrzVRUOWxQ4kvCDaljGA,https://skexotics.com/products/8VsrzVRUOWxQ4kvCDaljGA.html
triple-skittles-01,dJYm2ynZG1h0gF3O-5KeLA,https://skexotics.com/products/dJYm2ynZG1h0gF3O-5KeLA.html
triple-skittles-02,6wEdpcB5Ei5QirkZUB_F1Q,https://skexotics.com/products/6wEdpcB5Ei5QirkZUB_F1Q.html
triple-skittles-03,DWlYKOlzIqsumAIsWzPgAw,https://skexotics.com/products/DWlYKOlzIqsumAIsWzPgAw.html
triple-skittles-04,ipF9TN8D3ds72n-Y0OkJ_w,https://skexotics.com/products/ipF9TN8D3ds72n-Y0OkJ_w.html
triple-skittles-05,MpW7fBNe1pqMusYQF4_o4A,https://skexotics.com/products/MpW7fBNe1pqMusYQF4_o4A.html
triple-skittles-06,Ww4fyWA8_Z6LK3QmeXfysA,https://skexotics.com/products/Ww4fyWA8_Z6LK3QmeXfysA.html
triple-skittles-07,Pqzw_mhy_6ELftWZ0oM8VA,https://skexotics.com/products/Pqzw_mhy_6ELftWZ0oM8VA.html
triple-skittles-08,bmVTNM4vogi3bUGnlLXQ_w,https://skexotics.com/products/bmVTNM4vogi3bUGnlLXQ_w.html
dark-arts-01,zsN2ITjKohChMJZIfN3bOQ,https://skexotics.com/products/zsN2ITjKohChMJZIfN3bOQ.html
dark-arts-02,f6E7NXx8yHe0fkpXNgFHBA,https://skexotics.com/products/f6E7NXx8yHe0fkpXNgFHBA.html
dark-arts-03,0zoq8oRpG9JoatP2uAjWdQ,https://skexotics.com/products/0zoq8oRpG9JoatP2uAjWdQ.html
dark-arts-04,44ds7SAjb_gR8SjWIW3ubA,https://skexotics.com/products/44ds7SAjb_gR8SjWIW3ubA.html
dark-arts-05,eFCBozh9q_EfW_c891RFIA,https://skexotics.com/products/eFCBozh9q_EfW_c891RFIA.html
dark-arts-06,9UJja6g0sNdcMm4omThqZA,https://skexotics.com/products/9UJja6g0sNdcMm4omThqZA.html
dark-arts-07,DUNGz7np2GMxFUtJ4EhIsQ,https://skexotics.com/products/DUNGz7np2GMxFUtJ4EhIsQ.html
dark-arts-08,qKTCtc3i61ogufmQiyzXKA,https://skexotics.com/products/qKTCtc3i61ogufmQiyzXKA.html
blueberry-zour-01,CWPnqtvJFjMSw5jvEZuxFg,https://skexotics.com/products/CWPnqtvJFjMSw5jvEZuxFg.html
blueberry-zour-02,r25O6gF3qwehS5kcuu0VkA,https://skexotics.com/products/r25O6gF3qwehS5kcuu0VkA.html
blueberry-zour-03,NO7vEcTLuYreK1-FVU6SxA,https://skexotics.com/products/NO7vEcTLuYreK1-FVU6SxA.html
blueberry-zour-04,tSPD5nvLBVSXbgDyFCkuIA,https://skexotics.com/products/tSPD5nvLBVSXbgDyFCkuIA.html
zour-majic-01,iGRlWb6VgsHp0pG231Hl0A,https://skexotics.com/products/iGRlWb6VgsHp0pG231Hl0A.html
zour-majic-02,n9wpMxQ1qr5-NwGLQeG6kg,https://skexotics.com/products/n9wpMxQ1qr5-NwGLQeG6kg.html
zour-majic-03,ltTrrCO1BwscOVBW-QqxFg,https://skexotics.com/products/ltTrrCO1BwscOVBW-QqxFg.html
zour-majic-04,6apJX5qsDB6i8OwRB6am4A,https://skexotics.com/products/6apJX5qsDB6i8OwRB6am4A.html
zeus-01,jbIj1p7M9ERIz4A4eRRL6w,https://skexotics.com/products/jbIj1p7M9ERIz4A4eRRL6w.html
zeus-02,o3J51RPjpcDGjyrN9XtUVA,https://skexotics.com/products/o3J51RPjpcDGjyrN9XtUVA.html
zeus-03,hYbyKSHsun_T3p4mXn2c6g,https://skexotics.com/products/hYbyKSHsun_T3p4mXn2c6g.html
zeus-04,R14OfJdcVVWpVkXR-VB3cw,https://skexotics.com/products/R14OfJdcVVWpVkXR-VB3cw.html
magic-marker-01,_hRan75O4oYOYN2btS5UAQ,https://skexotics.com/products/_hRan75O4oYOYN2btS5UAQ.html
magic-marker-02,s4MGQvsUWxW12xgUQl0sNw,https://skexotics.com/products/s4MGQvsUWxW12xgUQl0sNw.html
magic-marker-03,sqKarROtPj5uIUh8Rj1fvQ,https://skexotics.com/products/sqKarROtPj5uIUh8Rj1fvQ.html
magic-marker-04,6gDTyYSGA1SxvmMO7xjLmA,https://skexotics.com/products/6gDTyYSGA1SxvmMO7xjLmA.html
rainbow-runtz-01,uks4FPetqsyTySvtt2JSfg,https://skexotics.com/products/uks4FPetqsyTySvtt2JSfg.html
rainbow-runtz-02,ZfXLtcBiMPzhUxDvzdg0DA,https://skexotics.com/products/ZfXLtcBiMPzhUxDvzdg0DA.html
rainbow-runtz-03,0Yf4sR9y-pteFV3GvZYmow,https://skexotics.com/products/0Yf4sR9y-pteFV3GvZYmow.html
rainbow-runtz-04,2sxrbo9UR7Wb_KTCggHRAg,https://skexotics.com/products/2sxrbo9UR7Wb_KTCggHRAg.html
moonbow-skittles-01,vpY1EXwLLpcc7Isn3ZyczA,https://skexotics.com/products/vpY1EXwLLpcc7Isn3ZyczA.html
moonbow-skittles-02,x0MVJmZYLFE_JKLWRyLRXA,https://skexotics.com/products/x0MVJmZYLFE_JKLWRyLRXA.html
moonbow-skittles-03,dRVDpGtsqLgrtVbJtSRWrg,https://skexotics.com/products/dRVDpGtsqLgrtVbJtSRWrg.html
moonbow-skittles-04,tWk9Ps1BRkzENLk3GZlDEA,https://skexotics.com/products/tWk9Ps1BRkzENLk3GZlDEA.html
moonbow-skittles-05,FipoW3Bhj7WHWTDiYAUtYA,https://skexotics.com/products/FipoW3Bhj7WHWTDiYAUtYA.html
moonbow-skittles-06,bMIy4-rpQgZVwMfJST8baw,https://skexotics.com/products/bMIy4-rpQgZVwMfJST8baw.html
moonbow-skittles-07,PDp9vkDGFnYcsakl8y8uCg,https://skexotics.com/products/PDp9vkDGFnYcsakl8y8uCg.html
moonbow-skittles-08,P_3SVJWXHbnDsIx7JmFtzw,https://skexotics.com/products/P_3SVJWXHbnDsIx7JmFtzw.html
mega-z-dark-01,9rc6RisQAOm9Vd9jJaKE_A,https://skexotics.com/products/9rc6RisQAOm9Vd9jJaKE_A.html
mega-z-dark-02,AE3biJELnlLvPf0mfr-aOw,https://skexotics.com/products/AE3biJELnlLvPf0mfr-aOw.html
mega-z-dark-03,ytZZTugCIJF2wrEHJDv3AA,https://skexotics.com/products/ytZZTugCIJF2wrEHJDv3AA.html
mega-z-dark-04,tIj8pdOLweq-AfNhQn1FDQ,https://skexotics.com/products/tIj8pdOLweq-AfNhQn1FDQ.html
permanent-marker-01,7CooBRxLGAPdKH2XaWWqXQ,https://skexotics.com/products/7CooBRxLGAPdKH2XaWWqXQ.html
permanent-marker-02,0y0v77fEJzfwjyTf8JMxiQ,https://skexotics.com/products/0y0v77fEJzfwjyTf8JMxiQ.html
permanent-marker-03,IxHLDyiiTyw2kuCevK2GaQ,https://skexotics.com/products/IxHLDyiiTyw2kuCevK2GaQ.html
permanent-marker-04,H8fEtyBZYXaxkYMBu8XF_A,https://skexotics.com/products/H8fEtyBZYXaxkYMBu8XF_A.html
wagyu-01,NDKBUMXfww4T_gUSyBSsnw,https://skexotics.com/products/NDKBUMXfww4T_gUSyBSsnw.html
wagyu-02,VyP0rSy5KLu2e6v3f9KvBA,https://skexotics.com/products/VyP0rSy5KLu2e6v3f9KvBA.html
wagyu-03,Ji4WnEG6-b-6b86PSBQiTA,https://skexotics.com/products/Ji4WnEG6-b-6b86PSBQiTA.html
wagyu-04,YNsEGQc_9IGoMEY-n2oDpQ,https://skexotics.com/products/YNsEGQc_9IGoMEY-n2oDpQ.html
british-delight-01,3CxdpYffUByatjw1HF7LCQ,https://skexotics.com/products/3CxdpYffUByatjw1HF7LCQ.html
british-delight-02,rJIPGEGYurvyD3KkuK-hWA,https://skexotics.com/products/rJIPGEGYurvyD3KkuK-hWA.html
british-delight-03,0FTGCCJ4cuABtmZUBEj7Iw,https://skexotics.com/products/0FTGCCJ4cuABtmZUBEj7Iw.html
british-delight-04,bWkbq8DjfV_W2UW5HMPZoQ,https://skexotics.com/products/bWkbq8DjfV_W2UW5HMPZoQ.html
zangria-01,srzzdntKzwrq0NGTngqWKQ,https://skexotics.com/products/srzzdntKzwrq0NGTngqWKQ.html
zangria-02,lJOQLRno5uflS1cDk9iLXg,https://skexotics.com/products/lJOQLRno5uflS1cDk9iLXg.html
zangria-03,N0ZOh92UE-con-KhFtIYQA,https://skexotics.com/products/N0ZOh92UE-con-KhFtIYQA.html
zangria-04,S2g_uLNk5J-MdxFth5CStQ,https://skexotics.com/products/S2g_uLNk5J-MdxFth5CStQ.html
peach-tree-01,Zz-bPjtWYXA8AMPklHjeyA,https://skexotics.com/products/Zz-bPjtWYXA8AMPklHjeyA.html
peach-tree-02,r6-m7bV42t-OYUH5xLgkiw,https://skexotics.com/products/r6-m7bV42t-OYUH5xLgkiw.html
peach-tree-03,aLtUlhkzjmVCTQSLsUSYJA,https://skexotics.com/products/aLtUlhkzjmVCTQSLsUSYJA.html
peach-tree-04,x66UJ7c1wRms6p131ESmqw,https://skexotics.com/products/x66UJ7c1wRms6p131ESmqw.html
fun-dip-01,ey2RJ8f9E0s-TBq_OR9dOA,https://skexotics.com/products/ey2RJ8f9E0s-TBq_OR9dOA.html
fun-dip-02,Nx-uv2iI-Z2qkCEkCnqXaA,https://skexotics.com/products/Nx-uv2iI-Z2qkCEkCnqXaA.html
fun-dip-03,tW2wfBZM9UktpkGLC7VWmw,https://skexotics.com/products/tW2wfBZM9UktpkGLC7VWmw.html
fun-dip-04,cKQznroqBQp9tXkP4kevDg,https://skexotics.com/products/cKQznroqBQp9tXkP4kevDg.html
nachos-01,szZB5DXe2teE0dCLaADdJg,https://skexotics.com/products/szZB5DXe2teE0dCLaADdJg.html
nachos-02,Zr4hqk61-WbAZwI6JjfIiQ,https://skexotics.com/products/Zr4hqk61-WbAZwI6JjfIiQ.html
nachos-03,nxf53XzyG6NsFpV59-cWXQ,https://skexotics.com/products/nxf53XzyG6NsFpV59-cWXQ.html
nachos-04,ZfrPLe0dfJW3CbefWenM7w,https://skexotics.com/products/ZfrPLe0dfJW3CbefWenM7w.html
nachos-05,kf_tmvcLNHvSJrKnyo3VDw,https://skexotics.com/products/kf_tmvcLNHvSJrKnyo3VDw.html
nachos-06,OQodnm7ndhlf1RjhjXhgJw,https://skexotics.com/products/OQodnm7ndhlf1RjhjXhgJw.html
nachos-07,NhbUV19OVMit9gOMp1R69Q,https://skexotics.com/products/NhbUV19OVMit9gOMp1R69Q.html
nachos-08,x0bGrqtkTQZWNkeXJqvFCg,https://skexotics.com/products/x0bGrqtkTQZWNkeXJqvFCg.html
cherry-poppers-01,qoFVGZ_WYBZ6CxJ_V5q-Uw,https://skexotics.com/products/qoFVGZ_WYBZ6CxJ_V5q-Uw.html
cherry-poppers-02,15J4XdOzxpOA-wUyCetnCQ,https://skexotics.com/products/15J4XdOzxpOA-wUyCetnCQ.html
cherry-poppers-03,l34UNjS1gIq5VHt5rUAZNw,https://skexotics.com/products/l34UNjS1gIq5VHt5rUAZNw.html
cherry-poppers-04,1wN72ua1P6Rg5HYVpj2qfg,https://skexotics.com/products/1wN72ua1P6Rg5HYVpj2qfg.html
bubblegum-poppers-01,4FTzcjPPWsIqwiA4AKwkkg,https://skexotics.com/products/4FTzcjPPWsIqwiA4AKwkkg.html
bubblegum-poppers-02,yFHNXqGS0WmMcYzEE0QInQ,https://skexotics.com/products/yFHNXqGS0WmMcYzEE0QInQ.html
bubblegum-poppers-03,h4c17ACoC2R3IqCQbh6Awg,https://skexotics.com/products/h4c17ACoC2R3IqCQbh6Awg.html
bubblegum-poppers-04,vT9ruPBVNvMBK4ip99_RMg,https://skexotics.com/products/vT9ruPBVNvMBK4ip99_RMg.html
the-keeper-01,zFhUQSHjCb9VJDVnKUSN0A,https://skexotics.com/products/zFhUQSHjCb9VJDVnKUSN0A.html
the-keeper-02,Ah9kZ4V8kHQhUBoM_5krHw,https://skexotics.com/products/Ah9kZ4V8kHQhUBoM_5krHw.html
the-keeper-03,_qsOYYO-iRXPoRCtPOZRoQ,https://skexotics.com/products/_qsOYYO-iRXPoRCtPOZRoQ.html
the-keeper-04,517xDKxvrWsfY1k-YXUW7w,https://skexotics.com/products/517xDKxvrWsfY1k-YXUW7w.html
the-keeper-05,0rpE1FWBLzopr5NyRjQNDg,https://skexotics.com/products/0rpE1FWBLzopr5NyRjQNDg.html
the-keeper-06,Wm3jWv9nyVIgaUlROgt13Q,https://skexotics.com/products/Wm3jWv9nyVIgaUlROgt13Q.html
the-keeper-07,iOQi3pF4U_0orTXghntYfw,https://skexotics.com/products/iOQi3pF4U_0orTXghntYfw.html
the-keeper-08,nw9pv2MLkGOvMcuetWVUhw,https://skexotics.com/products/nw9pv2MLkGOvMcuetWVUhw.html
lemon-up-01,nZfdRw2nIPr0EDm9jZiyoQ,https://skexotics.com/products/nZfdRw2nIPr0EDm9jZiyoQ.html
lemon-up-02,4lkAfLM-M6VOrCNdB3RqYA,https://skexotics.com/products/4lkAfLM-M6VOrCNdB3RqYA.html
lemon-up-03,e0pc7Y80xNhM-AUQZJoyiA,https://skexotics.com/products/e0pc7Y80xNhM-AUQZJoyiA.html
lemon-up-04,1op0xhsSP7YpQOLOYjyDMA,https://skexotics.com/products/1op0xhsSP7YpQOLOYjyDMA.html
lemon-up-05,b_FQnZ28ti8iMns_ISNd6Q,https://skexotics.com/products/b_FQnZ28ti8iMns_ISNd6Q.html
lemon-up-06,WvcF-CkUCOdgYk9bIy47eg,https://skexotics.com/products/WvcF-CkUCOdgYk9bIy47eg.html
lemon-up-07,nItDB_f9P8H6hY65dUh63g,https://skexotics.com/products/nItDB_f9P8H6hY65dUh63g.html
lemon-up-08,eeC7q_a94WXNeYYToSS9sg,https://skexotics.com/products/eeC7q_a94WXNeYYToSS9sg.html
mega-z-red-01,YUexceHurntj0BAG5iQbxQ,https://skexotics.com/products/YUexceHurntj0BAG5iQbxQ.html
mega-z-red-02,Q9ZGi4S4Tn-pC9phWS4uHg,https://skexotics.com/products/Q9ZGi4S4Tn-pC9phWS4uHg.html
mega-z-red-03,glmZnHFMdU7Mx-tEeILpzw,https://skexotics.com/products/glmZnHFMdU7Mx-tEeILpzw.html
mega-z-red-04,HeHqYPFIw4eiMru-2WvZWA,https://skexotics.com/products/HeHqYPFIw4eiMru-2WvZWA.html
mega-z-dark-b2-01,-69YD6g801yw6EJqV2ixYg,https://skexotics.com/products/-69YD6g801yw6EJqV2ixYg.html
mega-z-dark-b2-02,7dwdQtHGsInFv9_lLfw4Qg,https://skexotics.com/products/7dwdQtHGsInFv9_lLfw4Qg.html
mega-z-dark-b2-03,iJ-YHkRBp_x_IbuHzSGJgA,https://skexotics.com/products/iJ-YHkRBp_x_IbuHzSGJgA.html
mega-z-dark-b2-04,_w9b6IS2n0Utq_4NMclG3g,https://skexotics.com/products/_w9b6IS2n0Utq_4NMclG3g.html
